title,slug,productid,missing_tab_dataids,url
Profesyonel 3B Modelleme & Dijital Sanat Programı Online 4 Ay,profesyonel-3b-modelleme-dijital-sanat-programi-online-4-ay-1196,1196,Ders İçerikleri: 45,/urun/profesyonel-3b-modelleme-dijital-sanat-programi-online-4-ay-1196/
Profesyonel 3B Modelleme & Dijital Sanat Programı Yüz Yüze 4 Ay,profesyonel-3b-modelleme-dijital-sanat-programi-yuz-yuze-4-ay-1493,1493,DERS İÇERİKLERİ: 1287,/urun/profesyonel-3b-modelleme-dijital-sanat-programi-yuz-yuze-4-ay-1493/
Python İle Yapay Zeka | Makine Öğrenimi Kursu 3 ay,python-ile-yapay-zeka-makine-ogrenimi-kursu-3-ay-1237,1237,Ders İçerikleri: 1111,/urun/python-ile-yapay-zeka-makine-ogrenimi-kursu-3-ay-1237/
Revit Eğitimi Online 50 Saat,revit-egitimi-online-50-saat-1580,1580,Ders İçerikleri: 1650; Detaylı Müfredat: 1498,/urun/revit-egitimi-online-50-saat-1580/
Revit Eğitimi Yüz Yüze 50 Saat,revit-egitimi-yuz-yuze-50-saat-1582,1582,Ders İçerikleri: 1650; Detaylı Müfredat: 1498,/urun/revit-egitimi-yuz-yuze-50-saat-1582/
Siber Güvenlik Eğitimi 4 Ay,siber-guvenlik-egitimi-4-ay-1463,1463,Ders İçerikleri: 1795,/urun/siber-guvenlik-egitimi-4-ay-1463/
Siber Güvenlik Uzmanlığı ve Etichal Hacking Canlı (Online) Eğitimi 4 ay,siber-guvenlik-uzmanligi-ve-etichal-hacking-canli-online-egitimi-4-ay-1354,1354,Ders İçerikleri: 1007,/urun/siber-guvenlik-uzmanligi-ve-etichal-hacking-canli-online-egitimi-4-ay-1354/
Siber Güvenlik Uzmanlığı ve Etichal Hacking Canlı (Online) Eğitimi Özel Ders 60 SAAT,siber-guvenlik-uzmanligi-ve-etichal-hacking-canli-online-egitimi-ozel-ders-60-saat-1385,1385,Ders İçerikleri: 1626,/urun/siber-guvenlik-uzmanligi-ve-etichal-hacking-canli-online-egitimi-ozel-ders-60-saat-1385/
Siber Güvenlik Uzmanlığı ve Etichal Hacking (Yüz Yüze) Eğitimi 4 ay,siber-guvenlik-uzmanligi-ve-etichal-hacking-yuz-yuze-egitimi-4-ay-1360,1360,Ders İçerikleri: 1002,/urun/siber-guvenlik-uzmanligi-ve-etichal-hacking-yuz-yuze-egitimi-4-ay-1360/
Sıfırdan Zirveye: 3 Aylık Yapay Zeka Destekli Yazılım ve Proje Geliştirme Eğitimi (Yüz Yüze) 3 Ay,sifirdan-zirveye-3-aylik-yapay-zeka-destekli-yazilim-ve-proje-gelistirme-egitimi-yuz-yuze-3-ay-1677,1677,DERS İÇERİKLERİ: 1888,/urun/sifirdan-zirveye-3-aylik-yapay-zeka-destekli-yazilim-ve-proje-gelistirme-egitimi-yuz-yuze-3-ay-1677/
Solidworks ile Endüstriyel Ürün Tasarımı Uzmanlığı Canlı (Online) Eğitimi 20 Saat,solidworks-ile-endustriyel-urun-tasarimi-uzmanligi-canli-online-egitimi-20-saat-1226,1226,Ders İçerikleri: 141,/urun/solidworks-ile-endustriyel-urun-tasarimi-uzmanligi-canli-online-egitimi-20-saat-1226/
Solidworks ile Endüstriyel Ürün Tasarımı Yüz Yüze Eğitimi 20 SAAT,solidworks-ile-endustriyel-urun-tasarimi-yuz-yuze-egitimi-20-saat-1606,1606,Ders İçerikleri: 1118,/urun/solidworks-ile-endustriyel-urun-tasarimi-yuz-yuze-egitimi-20-saat-1606/
Sosyal Medya ve Google Reklamcılığı Canlı (Online) Eğitimi 10 saat,sosyal-medya-ve-google-reklamciligi-canli-online-egitimi-10-saat-1561,1561,Ders İçerikleri: 997,/urun/sosyal-medya-ve-google-reklamciligi-canli-online-egitimi-10-saat-1561/
Sosyal Medya ve Google Reklamcılığı Canlı (Online) Eğitimi 20 SAAT,sosyal-medya-ve-google-reklamciligi-canli-online-egitimi-20-saat-1556,1556,Ders İçerikleri: 997,/urun/sosyal-medya-ve-google-reklamciligi-canli-online-egitimi-20-saat-1556/
Sosyal Medya ve Google Reklamcılığı Yüz Yüze Eğitimi 10 saat,sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-10-saat-1557,1557,Ders İçerikleri: 1598,/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-10-saat-1557/
Sosyal Medya ve Google Reklamcılığı Yüz Yüze Eğitimi 20 Saat,sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-20-saat-1562,1562,Ders İçerikleri: 1598,/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-20-saat-1562/
SQL İle Veri Tabanı Yönetimi Canlı (Online) Eğitimi,sql-ile-veri-tabani-yonetimi-canli-online-egitimi-1274,1274,Ders İçerikleri: 704,/urun/sql-ile-veri-tabani-yonetimi-canli-online-egitimi-1274/
SQL İle Veri Tabanı Yönetimi Eğitimi Yüz Yüze 1 ay,sql-ile-veri-tabani-yonetimi-egitimi-yuz-yuze-1-ay-1607,1607,Ders İçerikleri: 1225,/urun/sql-ile-veri-tabani-yonetimi-egitimi-yuz-yuze-1-ay-1607/
Substance 3D Painter Canlı (Online) Eğitimi 20 SAAT,substance-3d-painter-canli-online-egitimi-20-saat-1621,1621,Ders İçerikleri: 93,/urun/substance-3d-painter-canli-online-egitimi-20-saat-1621/
Substance 3D Painter Yüz Yüze Eğitimi - 20 SAAT,substance-3d-painter-yuz-yuze-egitimi-20-saat-1197,1197,Ders İçerikleri: 202,/urun/substance-3d-painter-yuz-yuze-egitimi-20-saat-1197/
UI/UX Tasarım Eğitimi Canlı (Online) Eğitimi 4 ay,uiux-tasarim-egitimi-canli-online-egitimi-4-ay-1515,1515,DERS İÇERİKLERİ: 1345; DERS İÇERİKLERİ: 1338,/urun/uiux-tasarim-egitimi-canli-online-egitimi-4-ay-1515/
UI/UX Tasarım Eğitimi Canlı (Online) Eğitimi 8 ay,uiux-tasarim-egitimi-canli-online-egitimi-8-ay-1516,1516,DERS İÇERİKLERİ: 1343; DERS İÇERİKLERİ: 1338,/urun/uiux-tasarim-egitimi-canli-online-egitimi-8-ay-1516/
Unity ile Oyun Geliştirme Canlı (Online) Eğitimi 4 ay,unity-ile-oyun-gelistirme-canli-online-egitimi-4-ay-1480,1480,DERS İÇERİKLERİ: 1249,/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-4-ay-1480/
Unity ile Oyun Geliştirme Canlı (Online) Eğitimi 8 ay,unity-ile-oyun-gelistirme-canli-online-egitimi-8-ay-1479,1479,DERS İÇERİKLERİ: 1249,/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-8-ay-1479/
Unity ile Oyun Geliştirme Canlı (Online) Eğitimi (Staj Garantili) 10 ay,unity-ile-oyun-gelistirme-canli-online-egitimi-staj-garantili-10-ay-1576,1576,Ders İçerikleri: 73,/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-staj-garantili-10-ay-1576/
Unity ile Oyun Geliştirme Canlı (Online) Eğitimi (Staj Garantili),unity-ile-oyun-gelistirme-canli-online-egitimi,17,Ders İçerikleri: 73,/urun/unity-ile-oyun-gelistirme-canli-online-egitimi/
Unity ile Oyun Geliştirme Online Özel Ders 30 SAAT,unity-ile-oyun-gelistirme-online-ozel-ders-30-saat-1415,1415,DERS İÇERİKLERİ: 1438,/urun/unity-ile-oyun-gelistirme-online-ozel-ders-30-saat-1415/
Unity ile Oyun Geliştirme Online Özel Ders 60 SAAT,unity-ile-oyun-gelistirme-online-ozel-ders-60-saat-1416,1416,DERS İÇERİKLERİ: 1438,/urun/unity-ile-oyun-gelistirme-online-ozel-ders-60-saat-1416/
Unity ile Oyun Geliştirme Yüz Yüze Eğitimi 4 ay,unity-ile-oyun-gelistirme-yuz-yuze-egitimi-4-ay-1483,1483,DERS İÇERİKLERİ: 1255,/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-4-ay-1483/
Unity ile Oyun Geliştirme Yüz Yüze Eğitimi 8 ay,unity-ile-oyun-gelistirme-yuz-yuze-egitimi-8-ay-1482,1482,DERS İÇERİKLERİ: 1255,/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-8-ay-1482/
Unity ile Oyun Geliştirme Yüz Yüze Eğitimi (Staj Garantili) 10 ay,unity-ile-oyun-gelistirme-yuz-yuze-egitimi-staj-garantili-10-ay-1575,1575,Ders İçerikleri: 154,/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-staj-garantili-10-ay-1575/
Unity ile Oyun Geliştirme Yüz Yüze Özel Ders 30 SAAT,unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-30-saat-1069,1069,Ders İçerikleri: 738,/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-30-saat-1069/
Unity ile Oyun Geliştirme Yüz yüze Özel Ders 50 Saat,unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-50-saat-1669,1669,Ders İçerikleri: 1513,/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-50-saat-1669/
Unity ile Oyun Geliştirme Yüz Yüze Özel Ders 60 SAAT,unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-60-saat-1070,1070,Ders İçerikleri: 738,/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-60-saat-1070/
Unreal Engine 5 Görselleştirme ve Animasyon Yüz Yüze Eğitim 4 ay,unreal-engine-5-gorsellestirme-ve-animasyon-yuz-yuze-egitim-4-ay-1407,1407,Ders İçerikleri: 689,/urun/unreal-engine-5-gorsellestirme-ve-animasyon-yuz-yuze-egitim-4-ay-1407/
Unreal Engine ile Metaverse Geliştirme Online / Canlı Eğitim 4 ay,unreal-engine-ile-metaverse-gelistirme-online-canli-egitim-4-ay-1410,1410,Ders İçerikleri: 614; Detaylı Müfredat: 600,/urun/unreal-engine-ile-metaverse-gelistirme-online-canli-egitim-4-ay-1410/
Unreal Engine ile Metaverse Geliştirme Yüz Yüze Eğitim 4 ay,unreal-engine-ile-metaverse-gelistirme-yuz-yuze-egitim-4-ay-1409,1409,Ders İçerikleri: 615; Detaylı Müfredat: 601,/urun/unreal-engine-ile-metaverse-gelistirme-yuz-yuze-egitim-4-ay-1409/
Unreal Engine ile Oyun Geliştirme: 150 Saatlik Kapsamlı Blueprint Müfredatı (ONLİNE),unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-online-1336,1336,Ders İçerkileri: 622; Detaylı Müfredat: 623,/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-online-1336/
Unreal Engine ile Oyun Geliştirme: 150 Saatlik Kapsamlı Blueprint Müfredatı (Yüz Yüze Eğitim),unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-yuz-yuze-egitim-1411,1411,Ders İçerikleri: 1116; Detaylı Müfredat: 1532,/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-yuz-yuze-egitim-1411/
Unreal Engine ile Sanal Gerçeklik Online / Canlı Eğitim 4 ay,unreal-engine-ile-sanal-gerceklik-online-canli-egitim-4-ay-1406,1406,Detaylı Müfredat: 258,/urun/unreal-engine-ile-sanal-gerceklik-online-canli-egitim-4-ay-1406/
Unreal Engine ile Sanal Gerçeklik Özel Ders Online / Canlı Eğitim,unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim-1408,1408,Detaylı Müfredat: 732,/urun/unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim-1408/
Unreal Engine ile Sanal Gerçeklik VR Özel Ders Online / Canlı Eğitim 25 SAAT,unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-25-saat-1508,1508,Detaylı Müfredat: 1478,/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-25-saat-1508/
Unreal Engine ile Sanal Gerçeklik VR Özel Ders Online / Canlı Eğitim 50 SAAT,unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-50-saat-1509,1509,Detaylı Müfredat: 1478,/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-50-saat-1509/
Unreal Engine ile Sanal Gerçeklik VR Özel Ders Yüz Yüze Eğitim 50 SAAT,unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-yuz-yuze-egitim-50-saat-1338,1338,Detaylı Müfredat: 1466,/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-yuz-yuze-egitim-50-saat-1338/
Unreal Engine ile Sanal Gerçeklik Yüz Yüze Eğitim 4 ay,unreal-engine-ile-sanal-gerceklik-yuz-yuze-egitim-4-ay-1405,1405,Detaylı Müfredat: 602,/urun/unreal-engine-ile-sanal-gerceklik-yuz-yuze-egitim-4-ay-1405/
Web Programlama ve Tasarım - Online(Canlı) Eğitim 3 ay,web-programlama-ve-tasarim-onlinecanli-egitim-3-ay-1163,1163,Ders İçerikleri: 278,/urun/web-programlama-ve-tasarim-onlinecanli-egitim-3-ay-1163/
Web Programlama ve Tasarım - Yüz yüze Eğitim 2 ay,web-programlama-ve-tasarim-yuz-yuze-egitim-2-ay-1342,1342,DERS İÇERİKLERİ: 1406,/urun/web-programlama-ve-tasarim-yuz-yuze-egitim-2-ay-1342/
Yapay Zeka Destekli Unity ile Oyun Geliştirme Eğitimi (Online) 3 Ay,yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-online-3-ay-1683,1683,DERS İÇERİKLERİ: 1903,/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-online-3-ay-1683/
Yapay Zeka Destekli Unity ile Oyun Geliştirme Eğitimi (Yüz Yüze) 3 Ay,yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze-3-ay-1681,1681,DERS İÇERİKLERİ: 1898,/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze-3-ay-1681/
Yazılım Eğitimi Özel Ders Yüz Yüze Eğitimi 30 SAAT,yazilim-egitimi-ozel-ders-yuz-yuze-egitimi-30-saat-1346,1346,DERS İÇERİKLERİ: 1429,/urun/yazilim-egitimi-ozel-ders-yuz-yuze-egitimi-30-saat-1346/
Yazılım Test Otomasyonu Canlı (Online) Eğitimi 10 ay Staj Garantili,yazilim-test-otomasyonu-canli-online-egitimi-10-ay-staj-garantili-1324,1324,Ders İçerikleri: 1621,/urun/yazilim-test-otomasyonu-canli-online-egitimi-10-ay-staj-garantili-1324/
Yazılım Test Otomasyonu Canlı (Online) Eğitimi 4 ay,yazilim-test-otomasyonu-canli-online-egitimi-4-ay-1455,1455,DERS İÇERİKLERİ: 1319,/urun/yazilim-test-otomasyonu-canli-online-egitimi-4-ay-1455/
Yazılım Test Otomasyonu Canlı (Online) Eğitimi 8 Ay,yazilim-test-otomasyonu-canli-online-egitimi-8-ay-1456,1456,DERS İÇERİKLERİ: 1319,/urun/yazilim-test-otomasyonu-canli-online-egitimi-8-ay-1456/
Yazılım Test Otomasyonu Online(Canlı),yazilim-test-otomasyonu-onlinecanli-1007,1007,Ders İçerikleri: 929; Ders İçerikleri: 242,/urun/yazilim-test-otomasyonu-onlinecanli-1007/
Yazılım Test Otomasyonu Online(Canlı) Özel Ders 60 saat,yazilim-test-otomasyonu-onlinecanli-ozel-ders-60-saat-1177,1177,Ders İçerikleri: 694,/urun/yazilim-test-otomasyonu-onlinecanli-ozel-ders-60-saat-1177/
Yazılım Test Otomasyonu Özel Ders 20 SAAT,yazilim-test-otomasyonu-ozel-ders-20-saat-1610,1610,Ders İçerikleri: 1764,/urun/yazilim-test-otomasyonu-ozel-ders-20-saat-1610/
Yazılım Test Otomasyonu Yüz Yüze Eğitimi 150 SAAT,yazilim-test-otomasyonu-yuz-yuze-egitimi-150-saat-1006,1006,Ders İçerikleri: 925; Ders İçerikleri: 242,/urun/yazilim-test-otomasyonu-yuz-yuze-egitimi-150-saat-1006/
Yazılım Test Otomasyonu Yüz Yüze Eğitimi,yazilim-test-otomasyonu-yuz-yuze-egitimi,603,Ders İçerikleri: 242,/urun/yazilim-test-otomasyonu-yuz-yuze-egitimi/
Yazılım Uzmalığı Yüz Yüze Eğitim Staj Garantili 10 ay,yazilim-uzmaligi-yuz-yuze-egitim-staj-garantili-10-ay-1574,1574,DERS İÇERİKLERİ: 1354,/urun/yazilim-uzmaligi-yuz-yuze-egitim-staj-garantili-10-ay-1574/
Yazılım Uzmanlığı Canlı (Online) Eğitim 10 ay (Staj Garantili),yazilim-uzmanligi-canli-online-egitim-10-ay-staj-garantili-1206,1206,Ders İçerikleri: 252,/urun/yazilim-uzmanligi-canli-online-egitim-10-ay-staj-garantili-1206/
Yazılım Uzmanlığı Canlı (Online) Eğitim 4 ay,yazilim-uzmanligi-canli-online-egitim-4-ay-1472,1472,DERS İÇERİKLERİ: 1261,/urun/yazilim-uzmanligi-canli-online-egitim-4-ay-1472/
Yazılım Uzmanlığı Canlı (Online) Eğitim 8 ay,yazilim-uzmanligi-canli-online-egitim-8-ay-1471,1471,DERS İÇERİKLERİ: 1261,/urun/yazilim-uzmanligi-canli-online-egitim-8-ay-1471/
Yazılım Uzmanlığı Yüz Yüze Eğitim 4 ay,yazilim-uzmanligi-yuz-yuze-egitim-4-ay-1475,1475,DERS İÇERİKLERİ: 1244,/urun/yazilim-uzmanligi-yuz-yuze-egitim-4-ay-1475/
Yazılım Uzmanlığı Yüz Yüze Eğitim 8 ay,yazilim-uzmanligi-yuz-yuze-egitim-8-ay-1474,1474,DERS İÇERİKLERİ: 1244,/urun/yazilim-uzmanligi-yuz-yuze-egitim-8-ay-1474/
Yazılım Uzmanlığı Yüz Yüze Eğitimi 10 Ay (Staj Garantili),yazilim-uzmanligi-yuz-yuze-egitimi-10-ay-staj-garantili-1334,1334,Ders İçerikleri: 250,/urun/yazilim-uzmanligi-yuz-yuze-egitimi-10-ay-staj-garantili-1334/
ZBrush ile Kuyumculuk ve Takı Tasarımı Eğitimi Online 3 ay,zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-online-3-ay-1538,1538,Ders İçerikleri: 161,/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-online-3-ay-1538/
ZBrush ile Kuyumculuk ve Takı Tasarımı Eğitimi Yüz Yüze 3 ay,zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-yuz-yuze-3-ay-1537,1537,Ders İçerikleri: 1570; Detaylı Müfredat: 1542,/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-yuz-yuze-3-ay-1537/
ZBrush ile Organik Modelleme Canlı (Yüz Yüze) Özel Ders 30 SAAT,zbrush-ile-organik-modelleme-canli-yuz-yuze-ozel-ders-30-saat-1534,1534,Ders İçerikleri: 1566,/urun/zbrush-ile-organik-modelleme-canli-yuz-yuze-ozel-ders-30-saat-1534/
ZBrush ile Organik Modelleme Online Eğitimi 20 SAAT,zbrush-ile-organik-modelleme-online-egitimi-20-saat-1642,1642,Ders İçerikleri: 1537,/urun/zbrush-ile-organik-modelleme-online-egitimi-20-saat-1642/
ZBrush ile Organik Modelleme Yüz Yüze Eğitimi 2 ay,zbrush-ile-organik-modelleme-yuz-yuze-egitimi-2-ay-1530,1530,Ders İçerikleri: 161,/urun/zbrush-ile-organik-modelleme-yuz-yuze-egitimi-2-ay-1530/
