"Address","Status Code","Title 1","Indexability","Indexability Status"
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","200","2B Çizgi Film ve Animasyon Uzmanlığı Canlı (Online) Eğitimi","Indexable",""
"https://unityverseacademy.com/uye-ol/","0","","Non-Indexable","Blocked by robots.txt"
"https://unityverseacademy.com/uye/sepet/","0","","Non-Indexable","Blocked by robots.txt"
"https://unityverseacademy.com/os/KARIYER-14/","200","KARIYER iŞ","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","200","Burak Erçayan’ın Yazılım Test Otomasyonu Eğitimi ve Testinium’daki İşi","Indexable",""
"https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","200","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","Indexable",""
"https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","200","Elif Arslan'ın Yazılım Geliştirici Olarak Ayakkabı Dünyası'ndaki Başlangıcı","Indexable",""
"https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","200","Muhasebe ve Ofis Eğitimleri","Indexable",""
"https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","200","Oğuzhan Durak'ın Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","Indexable",""
"https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","200","Mesafeli Satış Sözleşmesi","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi-553/","200","2B Oyun Karakter Tasarımı ve Animasyon Canlı (Online) Eğitimi","Indexable",""
"https://unityverseacademy.com/blog-detay/berkay-kurt-multiplayer-oyun-gelistiriciliginde-bir-yildiz-130/","200","Berkay Kurt: Multiplayer Oyun Geliştiriciliğinde Bir Yıldız","Indexable",""
"https://unityverseacademy.com/blog-detay/fatih-yilmazin-yazilim-yolculugu-ve-lufthansadaki-basarisi-91/","200","Fatih Yılmaz’ın Yazılım Yolculuğu ve Lufthansa’daki Başarısı","Indexable",""
"https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","200","3D Modelleme Özel Ders","Indexable",""
"https://unityverseacademy.com/sifremi-unuttum/","0","","Non-Indexable","Blocked by robots.txt"
"https://unityverseacademy.com/tum-urunler/","200","Tüm Ürünler","Indexable",""
"https://unityverseacademy.com/blog-detay/basari-hikâyesi-melike-cetinin-lc-waikikideki-doku-kaplama-ve-desen-tasarimi-yolculugu-105/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","200","Endüstriyel Ürün Tasarım Eğitimleri","Indexable",""
"https://unityverseacademy.com/Captcha?width=100&height=34&characters=6&type=askus","0","","Non-Indexable","Blocked by robots.txt"
"https://unityverseacademy.com/sayfa/kvkk-aydinlatma-metni/","200","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","200","Ses Tasarımı Yüz Yüze Kursları","Indexable",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","200","Yazılım Eğitimleri Özel Ders","Indexable",""
"https://unityverseacademy.com/blog/","200","Blog","Indexable",""
"https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","200","Görkem Tekin'in Vakıf Katılım'daki Backend Developer Yolculuğu","Indexable",""
"https://unityverseacademy.com/os/KURUMSAL-EGITIMLER-10/","200","Kurumsal Eğitimler","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","200","Grafik Tasarım Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","200","Grafik Tasarım Kursu Online | Staj Garantili","Indexable",""
"https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","200","Begüm Kıroğlu'nun Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","Indexable",""
"https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","200","C# Programlama Kursu | Canlı Online Eğitim","Indexable",""
"https://unityverseacademy.com/kategori/dil-egitimleri-257/","200","Dil Eğitimleri","Indexable",""
"https://unityverseacademy.com/uye-girisi/","0","","Non-Indexable","Blocked by robots.txt"
"https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","200","Dijital Oyun Müziği Teknikleri Canlı (Online) Eğitimi","Indexable",""
"https://unityverseacademy.com/blog-detay/basari-hikâyesi-gokce-yilmaz-barunun-shopcutebutcreepy-markasiyla-girisimcilik-yolculugu-109/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","200","Suat Eriz'in AYES Çelik'teki Yazılım Geliştirici ve Kalite Kontrol Görevi","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","200","Grafik Tasarım Kursu Yüz Yüze | Staj Garantili","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-staj-garantili-598/","200","Unity Oyun Geliştirme Kursu Yüz Yüze | Staj Garantili","Indexable",""
"https://unityverseacademy.com/urun/blender-3b-oyun-modelleme-canli-online-egitim-2/","200","Blender 3D Oyun Modelleme Kursu | Online Canlı","Indexable",""
"https://unityverseacademy.com/urun/yazilim-uzmanligi-yuz-yuze-egitimi-staj-garantili-669/","200","Yazılım Uzmanlığı Yüz Yüze Kursu | Staj Garantili","Indexable",""
"https://unityverseacademy.com/kategori/grafik-tasarim-egitimleri-246/","200","Grafik - Tasarım Eğitimleri","Indexable",""
"https://unityverseacademy.com/blog-detay/enes-bugra-cengizin-full-stack-developer-yolculugu-93/","200","Enes Buğra Cengiz'in Full Stack Developer Yolculuğu","Indexable",""
"https://unityverseacademy.com/kategori/matematik-ozel-ders-267/","200","Matematik Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/yazilim-test-otomasyonu-egitimi-canli-online-egitimi-staj-garantili-7/","200","Test Otomasyon Kursu Online | Staj Garantili QA","Indexable",""
"https://unityverseacademy.com/sayfa/iletisim-5/","200","İLETİŞİM BİLGİLERİ","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/oyun-gelistirme-ozel-ders-272/","200","Oyun Geliştirme Özel Ders","Indexable",""
"https://unityverseacademy.com/blog-detay/arda-bickinnin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-staj-sureci-89/","200","Arda Biçkin’nin Yazılım Test Otomasyonu Eğitimi ve Testinium’daki Staj Süreci","Indexable",""
"https://unityverseacademy.com/marka/unityverse-academy-1/","0","","Non-Indexable","Blocked by robots.txt"
"https://unityverseacademy.com/blog-detay/basari-hikâyesi-gulsah-temelin-eczacibasindaki-3ds-max-tasarim-yolculugu-106/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/blog-detay/osman-derebasinin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-101/","200","Osman Derebaşı'nın Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","Indexable",""
"https://unityverseacademy.com/kategori/senaryo-sinema-ve-yonetmenlik-egitimleri-252/","200","Senaryo, Sinema ve Yönetmenlik Eğitimleri","Indexable",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-245/","200","Yazılım  Eğitimleri","Indexable",""
"https://unityverseacademy.com/urun/2026-python-bootcamp-sifirdan-python-canli-online-egitimi-8/","200","Python Bootcamp 2026 Online | Sıfırdan AI & Veri","Indexable",""
"https://unityverseacademy.com/kategori/3d-modelleme-egitimleri-247/","200","3B Modelleme Eğitimleri","Indexable",""
"https://unityverseacademy.com/kategori/staj-garantili-egitimler-266/","200","Staj Garantili Eğitimler, Yazılım Eğitimleri","Indexable",""
"https://unityverseacademy.com/sayfa/egitmenler-10/","200","Eğitmenlerimiz","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/uye/fatura-teslimat/","0","","Non-Indexable","Blocked by robots.txt"
"https://unityverseacademy.com/siparis-takip/","0","","Non-Indexable","Blocked by robots.txt"
"https://unityverseacademy.com/blog-detay/basari-hikâyesi-buse-sahinoglunun-eczacibasindaki-3d-tasarim-yolculugu-107/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/blog-detay/emre-gungorun-sps-senurdaki-robotic-system-developer-yolculugu-95/","200","Emre Güngör'ün SPS SENUR'daki Robotic System Developer Yolculuğu","Indexable",""
"https://unityverseacademy.com/blog-detay/can-kalyoncuoglu-hayallerden-gerceklere-128/","200","Can Kalyoncuoğlu: Hayallerden Gerçeklere","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-24-saat-online-ozel-ders-1131/","200","Rhino Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1045/","200","Unity Oyun Geliştirme Özel Ders | Birebir Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-yuz-yuze-1581/","200","Revit Eğitimi","Indexable",""
"https://unityverseacademy.com/blog/10/","200","ÇALIŞMA HAYATINA ATILAN MEZUNLARIMIZIN BAŞARI HİKAYELERİ","Indexable",""
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-yuz-yuze-ozel-ders-20-saat-1591/","200","Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Yüz Yüze Özel Ders 20 saat","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-onlinecanli-egitim-779/","200","Adobe Photoshop Online Kurs | Grafik Tasarım","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-1549/","200","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online","Indexable",""
"https://unityverseacademy.com/urun/fen-bilimleri-egitimi-ozel-ders-1430/","200","Fen Bilimleri Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/os/kariyer-is-14/","200","KARIYER iŞ","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-online-1614/","200","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Online","Indexable",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-10-saat-1639/","200","Microsoft  Office Eğitimi 10 SAAT","Indexable",""
"https://unityverseacademy.com/urun/cocuk-ve-gencler-icin-unity-ile-oyun-gelistirme-yuz-yuze-egitimi-1042/","200","Çocuklar İçin Unity Oyun & Kodlama Kursu | Yüz Yüze","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat-1577/","200","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 120 Saat","Indexable",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-online-1682/","200","AI Destekli Unity Oyun Geliştirme | Online Kurs","Indexable",""
"https://unityverseacademy.com/urun/ic-mimarlik-ve-dekorasyon-egitimi-1132/","200","İç Mimarlık ve Dekorasyon Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-online-1028/","200","UE5 Blueprint Oyun Geliştirme Kursu | 150 Saat Online","Indexable",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-canli-online-egitimi-557/","200","Flutter Mobil Uygulama Kursu | Online Canlı","Indexable",""
"https://unityverseacademy.com/blog-detay/unityverse-academy-mezunu-turgay-sefa-sarigedikin-basari-hikâyesi-313/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-online-ozel-ders-1256/","200","Unity Oyun Geliştirme Online Özel Ders | Birebir","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-1250/","200","2B Oyun Karakter Tasarımı ve Animasyon Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-10-saat-1662/","200","Excel Kursu Temelden İleri Seviyeye 10 saat","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-40-saat-online-1507/","200","Rhino Eğitimi 40 Saat Online","Indexable",""
"https://unityverseacademy.com/urun/v-ray-ile-gercekci-ic-ve-dis-mekân-render-uretimi-egitimi-yuz-yuze-1622/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/urun/almanca-egitimi-ozel-ders-1440/","200","Almanca Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/autocad-elektrik-tesisat-projeleri-egitimi-yapi-denetim-odakli-1637/","200","AutoCAD Elektrik Tesisat Projeleri Eğitimi  (Yapı Denetim Odaklı)","Indexable",""
"https://unityverseacademy.com/urun/gelismis-autocad-elektrik-projeciligi-egitimi-yapi-denetim-odakli-uygulamali-1635/","200","Gelişmiş AutoCAD Elektrik Projeciliği  Eğitimi (Yapı Denetim Odaklı – Uygulamalı)","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-5-gorsellestirme-ve-animasyon-yuz-yuze-egitim-1032/","200","UE5 Görselleştirme & Animasyon Kursu | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/uploads/fm/FEYYAZ_AĞIRMAN_CV_TR.pdf","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-yuz-yuze-egitim-1337/","200","UE5 VR Özel Ders | Yüz Yüze Birebir Eğitim","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-1484/","200","Grafik Tasarım Kursu & Video Efekt | Online Canlı","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-egitimi-620/","200","Yönetmenlik ve Sinematografiye Giriş Yüz Yüze Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-online-1536/","200","ZBrush 3D Takı & Kuyumculuk Kursu | Online","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1361/","200","Unity C# Oyun Geliştirme Özel Ders | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-canli-online-egitimi-551/","200","Film ve Animasyon için Storyboard Canlı (Online) Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-1519/","200","AutoCAD Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-yuz-yuze-egitimi-590/","200","ZBrush Organik Modelleme Kursu | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze-1680/","200","AI Destekli Unity Oyun Geliştirme Kursu | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/ispanyolca-egitimi-ozel-ders-1441/","200","İspanyolca Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-online-819/","200","Java Programlama Kursu | Online Eğitim 2026","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-yuz-yuze-ozel-ders-1533/","200","ZBrush Organik Modelleme Özel Ders | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-1029/","200","Unreal Engine VR Özel Ders | Online Birebir Eğitim","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim-1044/","200","UE5 Sanal Gerçeklik Özel Ders | Online Birebir","Indexable",""
"https://unityverseacademy.com/urun/sketchupta-mimari-ve-ic-mekân-modelleme-egitimi-uygulamali-yuz-yuze-1620/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/urun/microsoft-office-egitimi-1123/","200","Microsoft Office Eğitimi","Indexable",""
"https://unityverseacademy.com/blog-detay/zbrush-kursu-egitimi-296/","200","Zbrush Kursu Eğitimi","Indexable",""
"https://unityverseacademy.com/blog-detay/semantik-teknoloji-depo-stok-takip-uygulamasi-tanitimi-251/","200","SEMANTİK TEKNOLOJİ — Depo Stok Takip Uygulaması Tanıtımı","Indexable",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-yuz-yuze-egitimi-606/","200","Flutter Mobil Uygulama Kursu | Yüz Yüze Eğitim","Indexable",""
"https://unityverseacademy.com/urun/lumion-egitimi-1130/","200","Lumion Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-onlinecanli-egitim-1001/","200","Photoshop & Illustrator Grafik Tasarım | Online","Indexable",""
"https://unityverseacademy.com/urun/cocuklar-icin-unity-ile-oyun-gelistirme-canli-online-egitimi-1380/","200","Çocuklar İçin Unity Oyun & Kodlama | Online Kurs","Indexable",""
"https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-online-1540/","200","ZBrush Kapsamlı Sculpting Kursu 36 Saat | Online","Indexable",""
"https://unityverseacademy.com/uploads/fm/gokhan_sahinkaya_(1).pdf","200","cv 2020","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-yuz-yuze-egitim-1116/","200","UE5 Blueprint Oyun Kursu | 150 Saat Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-ozel-ders-1287/","200","Storyboard Yüz Yüze Eğitimi","Indexable",""
"https://unityverseacademy.com/blog-detay/substance-painter-egitimi-286/","200","Substance Painter Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/fizik-egitimi-ozel-ders-1429/","200","Fizik Eğitimi  Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-yuz-yuze-821/","200","Java Programlama Kapsamlı Kursu | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/desinatorluk-yuz-yuze-egitimi-612/","200","Desinatörlük & Desen Tasarım Kursu | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-yuz-yuze-1535/","200","ZBrush 3D Takı & Kuyumculuk Kursu | Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/ingilizce-egitimi-ozel-ders-1442/","200","İngilizce Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-yuz-yuze-egitim-850/","200","UE5 Metaverse Geliştirme Kursu | Yüz Yüze Eğitim","Indexable",""
"https://unityverseacademy.com/urun/desinatorluk-egitimi-ozel-ders-1412/","200","Desinatörlük Özel Ders | Birebir Desen Tasarım","Indexable",""
"https://unityverseacademy.com/urun/v-ray-ile-gercekci-ic-ve-dis-mekân-render-uretimi-egitimi-online-egitim-1623/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/urun/it-danismanlik-hizmeti-ozel-ders-1435/","200","IT Danışmanlık Hizmeti Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-1558/","200","Sosyal Medya ve Google Reklamcılığı Canlı (Online) Eğitimi – Dijital Pazarlama Stratejileri","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-24-saat-1297/","200","ZBrush ile Organik Modelleme Canlı (Online) Özel Ders 24 SAAT","Indexable",""
"https://unityverseacademy.com/uploads/fm/Resume.pdf","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze-1615/","200","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Yüz Yüze","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-canli-online-egitimi/17/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-online-canli-egitim-851/","200","UE5 Metaverse Kursu Online | Sanal Dünya Geliştirme","Indexable",""
"https://unityverseacademy.com/urun/veri-yapilari-egitimi-ozel-ders-1433/","200","Veri Yapıları Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-1052/","200","ZBrush Organik Modelleme Özel Ders | Online","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-100-saat-1592/","200","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 100 Saat","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-online-egitimi-1528/","200","ZBrush Organik Modelleme Kursu | Online Canlı","Indexable",""
"https://unityverseacademy.com/urun/adobe-illustrator-onlinecanli-ozel-ders-835/","200","Illustrator Online Özel Ders | Grafik Tasarım","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-online-canli-egitim-653/","200","Unreal Engine 5 VR Online Kursu | Sanal Gerçeklik","Indexable",""
"https://unityverseacademy.com/urun/kurumsal-iletisim-egitimi-ozel-ders-1436/","200","Kurumsal İletişim Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-yuz-yuze-egitimi-1002/","200","Photoshop & Illustrator Grafik Tasarım Kursu | YY","Indexable",""
"https://unityverseacademy.com/urun/دورة-اللغة-التركية-a1-a1-turkce-kursu-1118/","301","","Non-Indexable","Redirected"
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-599/","200","Storyboard Yüz Yüze Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-yuz-yuze-egitim-783/","200","Adobe Photoshop Kursu | Yüz Yüze Grafik Tasarım","Indexable",""
"https://unityverseacademy.com/urun/turkce-egitimi-ozel-ders-1438/","200","Türkçe Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/dijital-pazarlama-pazar-yeri-ve-e-ticaret-yoneticiligi-egitimi-25-saat-ozel-ders-1298/","200","Dijital Pazarlama, Pazar Yeri ve E-Ticaret Yöneticiliği Eğitimi 25 Saat Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-120-saat-1578/","200","Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online 120 Saat","Indexable",""
"https://unityverseacademy.com/urun/lineer-cebir-linear-algebra-egitimi-ozel-ders-1432/","200","Lineer Cebir (Linear Algebra) Eğitimi  Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-online-24-saat-1613/","200","Profesyonel Mimari Render ve Etkileşim Eğitimi Online 24 Saat","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-10-saat-ozel-ders-1446/","200","3Ds Max Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-20-saat-1251/","200","2B Oyun Karakter Tasarımı ve Animasyon Özel Ders 20 Saat","Indexable",""
"https://unityverseacademy.com/urun/cocuklar-icin-minecraft-ile-kodlama-egitimi-1689/","200","Minecraft ile Kodlama Kursu | Çocuklar İçin (8-14 Yaş)","Indexable",""
"https://unityverseacademy.com/urun/insan-kaynaklari-egitimi-ozel-ders-1437/","200","İnsan Kaynakları Eğitimi Özel Ders","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-8-ay-1479/","200","Unity ile Oyun Geliştirme Canlı (Online) Eğitimi 8 ay","Indexable",""
"https://unityverseacademy.com/urun/proje-yonetimi-egitimi-1126/","200","Proje Yönetimi Eğitimi","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-ozel-ders-1056/","200","Yönetmenlik ve Sinematografiye Giriş Yüz Yüze Özel Ders – Sinema Sanatının Temelleri","Indexable",""
"https://unityverseacademy.com/blog-detay/3b-modelleme-egitimleri-zbrush-ileri-seviye-284/","200","3B Modelleme Eğitimleri, ZBrush İleri Seviye","Indexable",""
"https://unityverseacademy.com/blog-detay/blender-egitimi-3d-modelleme-animasyon-ve-render-rehberi-280/","200","Blender Eğitimi - 3D Modelleme, Animasyon ve Render Rehberi","Indexable",""
